frame,time,work_time,bp_reps,ll_reps,rl_reps,s_reps
89,2.9667,0,0,0,0,0
90,3,0,0,0,0,0
91,3.0333,0,0,0,0,0
92,3.0667,0,0,0,0,0
93,3.1,0,0,0,0,0
94,3.1333,0,0,0,0,0
95,3.1667,0,0,0,0,0
96,3.2,0,0,0,0,0
97,3.2333,0,0,0,0,0
98,3.2667,0,0,0,0,0
99,3.3,0,0,0,0,0
100,3.3333,0,0,0,0,0
101,3.3667,0,0,0,0,0
102,3.4,0,0,0,0,0
103,3.4333,0,0,0,0,0
104,3.4667,0,0,0,0,0
105,3.5,0,0,0,0,0
106,3.5333,0,0,0,0,0
107,3.5667,0,0,0,0,0
108,3.6,0,0,0,0,0
109,3.6333,0,0,0,0,0
110,3.6667,0,0,0,0,0
111,3.7,0,0,0,0,0
112,3.7333,0,0,0,0,0
113,3.7667,0,0,0,0,0
114,3.8,0,0,0,0,0
115,3.8333,0,0,0,0,0
116,3.8667,0,0,0,0,0
117,3.9,0,0,0,0,0
118,3.9333,0,0,0,0,0
119,3.9667,0,0,0,0,0
120,4,0,0,0,0,0
121,4.0333,0,0,0,0,0
122,4.0667,0,0,0,0,0
123,4.1,0,0,0,0,0
124,4.1333,0,0,0,0,0
125,4.1667,0,0,0,0,0
126,4.2,0,0,0,0,0
127,4.2333,0,0,0,0,0
128,4.2667,0,0,0,0,0
129,4.3,0,0,0,0,0
130,4.3333,1,0,0,0,0
131,4.3667,1,0,0,0,0
132,4.4,1,0,0,0,0
133,4.4333,1,0,0,0,0
134,4.4667,1,0,0,0,0
135,4.5,1,0,0,0,0
136,4.5333,1,0,0,0,0
137,4.5667,1,0,0,0,0
138,4.6,1,0,0,0,0
139,4.6333,1,0,0,0,0
140,4.6667,1,0,0,0,0
141,4.7,1,0,0,0,0
142,4.7333,1,0,0,0,0
143,4.7667,1,0,0,0,0
144,4.8,1,0,0,0,0
145,4.8333,1,0,0,0,0
146,4.8667,1,0,0,0,0
147,4.9,1,0,0,0,0
148,4.9333,1,0,0,0,0
149,4.9667,1,0,0,0,0
150,5,1,0,0,0,0
151,5.0333,1,0,0,0,0
152,5.0667,1,0,0,0,0
153,5.1,1,0,0,0,0
154,5.1333,1,0,0,0,0
155,5.1667,1,0,0,0,0
156,5.2,1,0,0,0,0
157,5.2333,1,0,0,0,0
158,5.2667,1,0,0,0,0
159,5.3,1,0,0,0,0
160,5.3333,1,0,0,0,0
161,5.3667,1,0,0,0,0
162,5.4,1,0,0,0,0
163,5.4333,1,0,0,0,0
164,5.4667,1,0,0,0,0
165,5.5,1,0,0,0,0
166,5.5333,1,0,0,0,0
167,5.5667,1,0,0,0,0
168,5.6,1,0,0,0,0
169,5.6333,1,0,0,0,0
170,5.6667,1,0,0,0,0
171,5.7,1,0,0,0,0
172,5.7333,1,0,0,0,0
173,5.7667,1,0,0,0,0
174,5.8,1,0,0,0,0
175,5.8333,1,0,0,0,0
176,5.8667,1,0,0,0,0
177,5.9,1,0,0,0,0
178,5.9333,1,0,0,0,0
179,5.9667,1,0,0,0,0
180,6,1,1,0,0,0
181,6.0333,1,0,0,0,0
182,6.0667,1,0,0,0,0
183,6.1,1,0,0,0,0
184,6.1333,1,0,0,0,0
185,6.1667,1,0,0,0,0
186,6.2,1,0,0,0,0
187,6.2333,1,0,0,0,0
188,6.2667,1,0,0,0,0
189,6.3,1,0,0,0,0
190,6.3333,1,0,0,0,0
191,6.3667,1,0,0,0,0
192,6.4,1,0,0,0,0
193,6.4333,1,0,0,0,0
194,6.4667,1,0,0,0,0
195,6.5,1,0,0,0,0
196,6.5333,1,0,0,0,0
197,6.5667,1,0,0,0,0
198,6.6,1,0,0,0,0
199,6.6333,1,0,0,0,0
200,6.6667,1,0,0,0,0
201,6.7,1,0,0,0,0
202,6.7333,1,0,0,0,0
203,6.7667,1,0,0,0,0
204,6.8,1,0,0,0,0
205,6.8333,1,0,0,0,0
206,6.8667,1,0,0,0,0
207,6.9,1,1,0,0,0
208,6.9333,1,0,0,0,0
209,6.9667,1,0,0,0,0
210,7,1,0,0,0,0
211,7.0333,1,0,0,0,0
212,7.0667,1,0,0,0,0
213,7.1,1,0,0,0,0
214,7.1333,1,0,0,0,0
215,7.1667,1,0,0,0,0
216,7.2,1,0,0,0,0
217,7.2333,1,0,0,0,0
218,7.2667,1,0,0,0,0
219,7.3,1,0,0,0,0
220,7.3333,1,0,0,0,0
221,7.3667,1,0,0,0,0
222,7.4,1,0,0,0,0
223,7.4333,1,0,0,0,0
224,7.4667,1,0,0,0,0
225,7.5,1,0,0,0,0
226,7.5333,1,0,0,0,0
227,7.5667,1,0,0,0,0
228,7.6,1,0,0,0,0
229,7.6333,1,0,0,0,0
230,7.6667,1,0,0,0,0
231,7.7,1,0,0,0,0
232,7.7333,1,0,0,0,0
233,7.7667,1,0,0,0,0
234,7.8,1,0,0,0,0
235,7.8333,1,0,0,0,0
236,7.8667,1,0,0,0,0
237,7.9,1,0,0,0,0
238,7.9333,1,0,0,0,0
239,7.9667,1,1,0,0,0
240,8,1,0,0,0,0
241,8.0333,1,0,0,0,0
242,8.0667,1,0,0,0,0
243,8.1,1,0,0,0,0
244,8.1333,1,0,0,0,0
245,8.1667,1,0,0,0,0
246,8.2,1,0,0,0,0
247,8.2333,1,0,0,0,0
248,8.2667,1,0,0,0,0
249,8.3,1,0,0,0,0
250,8.3333,1,0,0,0,0
251,8.3667,1,0,0,0,0
252,8.4,1,0,0,0,0
253,8.4333,1,0,0,0,0
254,8.4667,1,0,0,0,0
255,8.5,1,0,0,0,0
256,8.5333,1,0,0,0,0
257,8.5667,1,0,0,0,0
258,8.6,1,0,0,0,0
259,8.6333,1,0,0,0,0
260,8.6667,1,0,0,0,0
261,8.7,1,0,0,0,0
262,8.7333,1,0,0,0,0
263,8.7667,1,0,0,0,0
264,8.8,1,0,0,0,0
265,8.8333,1,0,0,0,0
266,8.8667,1,0,0,0,0
267,8.9,1,0,0,0,0
268,8.9333,1,0,0,0,0
269,8.9667,1,0,0,0,0
270,9,1,0,0,0,0
271,9.0333,1,0,0,0,0
272,9.0667,1,1,0,0,0
273,9.1,1,0,0,0,0
274,9.1333,1,0,0,0,0
275,9.1667,1,0,0,0,0
276,9.2,1,0,0,0,0
277,9.2333,1,0,0,0,0
278,9.2667,1,0,0,0,0
279,9.3,1,0,0,0,0
280,9.3333,1,0,0,0,0
281,9.3667,1,0,0,0,0
282,9.4,1,0,0,0,0
283,9.4333,1,0,0,0,0
284,9.4667,1,0,0,0,0
285,9.5,1,0,0,0,0
286,9.5333,1,0,0,0,0
287,9.5667,1,0,0,0,0
288,9.6,1,0,0,0,0
289,9.6333,1,0,0,0,0
290,9.6667,1,0,0,0,0
291,9.7,1,0,0,0,0
292,9.7333,1,0,0,0,0
293,9.7667,1,0,0,0,0
294,9.8,1,0,0,0,0
295,9.8333,1,0,0,0,0
296,9.8667,1,0,0,0,0
297,9.9,1,0,0,0,0
298,9.9333,1,0,0,0,0
299,9.9667,1,0,0,0,0
300,10,1,0,0,0,0
301,10.033,1,0,0,0,0
302,10.067,1,0,0,0,0
303,10.1,1,1,0,0,0
304,10.133,1,0,0,0,0
305,10.167,1,0,0,0,0
306,10.2,1,0,0,0,0
307,10.233,1,0,0,0,0
308,10.267,1,0,0,0,0
309,10.3,1,0,0,0,0
310,10.333,1,0,0,0,0
311,10.367,1,0,0,0,0
312,10.4,1,0,0,0,0
313,10.433,1,0,0,0,0
314,10.467,1,0,0,0,0
315,10.5,1,0,0,0,0
316,10.533,1,0,0,0,0
317,10.567,1,0,0,0,0
318,10.6,1,0,0,0,0
319,10.633,1,0,0,0,0
320,10.667,1,0,0,0,0
321,10.7,1,0,0,0,0
322,10.733,1,0,0,0,0
323,10.767,1,0,0,0,0
324,10.8,1,0,0,0,0
325,10.833,1,0,0,0,0
326,10.867,1,0,0,0,0
327,10.9,1,0,0,0,0
328,10.933,1,0,0,0,0
329,10.967,1,0,0,0,0
330,11,1,0,0,0,0
331,11.033,1,0,0,0,0
332,11.067,1,0,0,0,0
333,11.1,1,0,0,0,0
334,11.133,1,0,0,0,0
335,11.167,1,0,0,0,0
336,11.2,1,0,0,0,0
337,11.233,1,0,0,0,0
338,11.267,1,0,0,0,0
339,11.3,1,0,0,0,0
340,11.333,1,0,0,0,0
341,11.367,1,0,0,0,0
342,11.4,1,0,0,0,0
343,11.433,1,0,0,0,0
344,11.467,1,0,0,0,0
345,11.5,1,0,0,0,0
346,11.533,1,0,0,0,0
347,11.567,1,0,0,0,0
348,11.6,1,0,0,0,0
349,11.633,1,0,0,0,0
350,11.667,1,0,0,0,0
351,11.7,1,0,0,0,0
352,11.733,1,0,0,0,0
353,11.767,1,0,0,0,0
354,11.8,1,0,0,0,0
355,11.833,1,0,0,0,0
356,11.867,1,0,0,0,0
357,11.9,1,0,0,0,0
358,11.933,1,0,0,0,0
359,11.967,1,0,0,0,0
360,12,1,0,0,0,0
361,12.033,1,0,0,0,0
362,12.067,1,0,0,0,0
363,12.1,1,0,0,0,0
364,12.133,1,0,0,0,0
365,12.167,1,0,0,0,0
366,12.2,0,0,0,0,0
367,12.233,0,0,0,0,0
368,12.267,0,0,0,0,0
369,12.3,0,0,0,0,0
370,12.333,0,0,0,0,0
371,12.367,0,0,0,0,0
372,12.4,0,0,0,0,0
373,12.433,0,0,0,0,0
374,12.467,0,0,0,0,0
375,12.5,0,0,0,0,0
376,12.533,0,0,0,0,0
377,12.567,0,0,0,0,0
378,12.6,0,0,0,0,0
379,12.633,0,0,0,0,0
380,12.667,0,0,0,0,0
381,12.7,0,0,0,0,0
382,12.733,0,0,0,0,0
383,12.767,0,0,0,0,0
384,12.8,0,0,0,0,0
385,12.833,0,0,0,0,0
386,12.867,0,0,0,0,0
387,12.9,0,0,0,0,0
388,12.933,0,0,0,0,0
389,12.967,0,0,0,0,0
390,13,0,0,0,0,0
391,13.033,0,0,0,0,0
392,13.067,0,0,0,0,0
393,13.1,0,0,0,0,0
394,13.133,0,0,0,0,0
395,13.167,0,0,0,0,0
396,13.2,0,0,0,0,0
397,13.233,0,0,0,0,0
398,13.267,0,0,0,0,0
399,13.3,0,0,0,0,0
400,13.333,0,0,0,0,0
401,13.367,0,0,0,0,0
402,13.4,0,0,0,0,0
403,13.433,0,0,0,0,0
404,13.467,0,0,0,0,0
405,13.5,0,0,0,0,0
406,13.533,0,0,0,0,0
407,13.567,0,0,0,0,0
408,13.6,0,0,0,0,0
409,13.633,0,0,0,0,0
410,13.667,0,0,0,0,0
411,13.7,0,0,0,0,0
412,13.733,0,0,0,0,0
413,13.767,0,0,0,0,0
414,13.8,0,0,0,0,0
415,13.833,0,0,0,0,0
416,13.867,0,0,0,0,0
417,13.9,0,0,0,0,0
418,13.933,0,0,0,0,0
419,13.967,0,0,0,0,0
420,14,0,0,0,0,0
421,14.033,0,0,0,0,0
422,14.067,0,0,0,0,0
423,14.1,0,0,0,0,0
424,14.133,0,0,0,0,0
425,14.167,0,0,0,0,0
426,14.2,0,0,0,0,0
427,14.233,0,0,0,0,0
428,14.267,0,0,0,0,0
429,14.3,0,0,0,0,0
430,14.333,0,0,0,0,0
431,14.367,0,0,0,0,0
432,14.4,0,0,0,0,0
433,14.433,0,0,0,0,0
434,14.467,0,0,0,0,0
435,14.5,0,0,0,0,0
436,14.533,0,0,0,0,0
437,14.567,0,0,0,0,0
438,14.6,0,0,0,0,0
439,14.633,0,0,0,0,0
440,14.667,0,0,0,0,0
441,14.7,0,0,0,0,0
442,14.733,0,0,0,0,0
443,14.767,0,0,0,0,0
444,14.8,0,0,0,0,0
445,14.833,0,0,0,0,0
446,14.867,0,0,0,0,0
447,14.9,0,0,0,0,0
448,14.933,0,0,0,0,0
449,14.967,0,0,0,0,0
450,15,0,0,0,0,0
451,15.033,0,0,0,0,0
452,15.067,0,0,0,0,0
453,15.1,0,0,0,0,0
454,15.133,0,0,0,0,0
455,15.167,0,0,0,0,0
456,15.2,0,0,0,0,0
457,15.233,0,0,0,0,0
458,15.267,0,0,0,0,0
459,15.3,0,0,0,0,0
460,15.333,0,0,0,0,0
461,15.367,0,0,0,0,0
462,15.4,0,0,0,0,0
463,15.433,0,0,0,0,0
464,15.467,0,0,0,0,0
465,15.5,0,0,0,0,0
466,15.533,0,0,0,0,0
467,15.567,0,0,0,0,0
468,15.6,0,0,0,0,0
469,15.633,0,0,0,0,0
470,15.667,0,0,0,0,0
471,15.7,0,0,0,0,0
472,15.733,0,0,0,0,0
473,15.767,0,0,0,0,0
474,15.8,0,0,0,0,0
475,15.833,0,0,0,0,0
476,15.867,0,0,0,0,0
477,15.9,0,0,0,0,0
478,15.933,0,0,0,0,0
479,15.967,0,0,0,0,0
480,16,0,0,0,0,0
481,16.033,0,0,0,0,0
482,16.067,0,0,0,0,0
483,16.1,0,0,0,0,0
484,16.133,0,0,0,0,0
485,16.167,0,0,0,0,0
486,16.2,0,0,0,0,0
487,16.233,0,0,0,0,0
488,16.267,0,0,0,0,0
489,16.3,0,0,0,0,0
490,16.333,0,0,0,0,0
491,16.367,0,0,0,0,0
492,16.4,0,0,0,0,0
493,16.433,0,0,0,0,0
494,16.467,0,0,0,0,0
495,16.5,0,0,0,0,0
496,16.533,0,0,0,0,0
497,16.567,0,0,0,0,0
498,16.6,0,0,0,0,0
499,16.633,0,0,0,0,0
500,16.667,0,0,0,0,0
501,16.7,0,0,0,0,0
502,16.733,0,0,0,0,0
503,16.767,0,0,0,0,0
504,16.8,0,0,0,0,0
505,16.833,0,0,0,0,0
506,16.867,0,0,0,0,0
507,16.9,0,0,0,0,0
508,16.933,0,0,0,0,0
509,16.967,0,0,0,0,0
510,17,0,0,0,0,0
511,17.033,0,0,0,0,0
512,17.067,0,0,0,0,0
513,17.1,0,0,0,0,0
514,17.133,0,0,0,0,0
515,17.167,0,0,0,0,0
516,17.2,0,0,0,0,0
517,17.233,0,0,0,0,0
518,17.267,0,0,0,0,0
519,17.3,0,0,0,0,0
520,17.333,0,0,0,0,0
521,17.367,0,0,0,0,0
522,17.4,0,0,0,0,0
523,17.433,0,0,0,0,0
524,17.467,0,0,0,0,0
525,17.5,0,0,0,0,0
526,17.533,0,0,0,0,0
527,17.567,0,0,0,0,0
528,17.6,0,0,0,0,0
529,17.633,0,0,0,0,0
530,17.667,0,0,0,0,0
531,17.7,0,0,0,0,0
532,17.733,0,0,0,0,0
533,17.767,0,0,0,0,0
534,17.8,0,0,0,0,0
535,17.833,0,0,0,0,0
536,17.867,0,0,0,0,0
537,17.9,0,0,0,0,0
538,17.933,0,0,0,0,0
539,17.967,0,0,0,0,0
540,18,0,0,0,0,0
541,18.033,0,0,0,0,0
542,18.067,0,0,0,0,0
543,18.1,0,0,0,0,0
544,18.133,0,0,0,0,0
545,18.167,0,0,0,0,0
546,18.2,0,0,0,0,0
547,18.233,0,0,0,0,0
548,18.267,0,0,0,0,0
549,18.3,0,0,0,0,0
550,18.333,1,0,0,0,0
551,18.367,1,0,0,0,0
552,18.4,1,0,0,0,0
553,18.433,1,0,0,0,0
554,18.467,1,0,0,0,0
555,18.5,1,0,0,0,0
556,18.533,1,0,0,0,0
557,18.567,1,0,0,0,0
558,18.6,1,0,0,0,0
559,18.633,1,0,0,0,0
560,18.667,1,0,0,0,0
561,18.7,1,0,0,0,0
562,18.733,1,0,0,0,0
563,18.767,1,0,0,0,0
564,18.8,1,0,0,0,0
565,18.833,1,0,0,0,0
566,18.867,1,0,0,0,0
567,18.9,1,0,0,0,0
568,18.933,1,0,0,0,0
569,18.967,1,0,0,0,0
570,19,1,0,0,0,0
571,19.033,1,0,0,0,0
572,19.067,1,0,0,0,0
573,19.1,1,0,0,0,0
574,19.133,1,0,0,0,0
575,19.167,1,0,0,0,0
576,19.2,1,0,0,0,0
577,19.233,1,0,0,0,0
578,19.267,1,0,0,0,0
579,19.3,1,0,0,0,0
580,19.333,1,0,0,0,0
581,19.367,1,0,1,0,0
582,19.4,1,0,0,0,0
583,19.433,1,0,0,0,0
584,19.467,1,0,0,0,0
585,19.5,1,0,0,0,0
586,19.533,1,0,0,0,0
587,19.567,1,0,0,0,0
588,19.6,1,0,0,0,0
589,19.633,1,0,0,0,0
590,19.667,1,0,0,0,0
591,19.7,1,0,0,0,0
592,19.733,1,0,0,0,0
593,19.767,1,0,0,0,0
594,19.8,1,0,0,0,0
595,19.833,1,0,0,0,0
596,19.867,1,0,0,0,0
597,19.9,1,0,0,0,0
598,19.933,1,0,0,0,0
599,19.967,1,0,0,0,0
600,20,1,0,0,0,0
601,20.033,1,0,0,0,0
602,20.067,1,0,0,0,0
603,20.1,1,0,0,0,0
604,20.133,1,0,0,0,0
605,20.167,1,0,0,0,0
606,20.2,1,0,0,0,0
607,20.233,1,0,0,0,0
608,20.267,1,0,0,0,0
609,20.3,1,0,0,0,0
610,20.333,1,0,0,0,0
611,20.367,1,0,0,0,0
612,20.4,1,0,0,0,0
613,20.433,1,0,0,0,0
614,20.467,1,0,0,0,0
615,20.5,1,0,0,0,0
616,20.533,1,0,0,0,0
617,20.567,1,0,0,0,0
618,20.6,1,0,0,0,0
619,20.633,1,0,0,0,0
620,20.667,1,0,0,0,0
621,20.7,1,0,0,0,0
622,20.733,1,0,0,0,0
623,20.767,1,0,0,0,0
624,20.8,1,0,0,0,0
625,20.833,1,0,0,0,0
626,20.867,1,0,0,0,0
627,20.9,1,0,0,0,0
628,20.933,1,0,0,0,0
629,20.967,1,0,0,0,0
630,21,1,0,0,0,0
631,21.033,1,0,0,0,0
632,21.067,1,0,0,0,0
633,21.1,1,0,1,0,0
634,21.133,1,0,0,0,0
635,21.167,1,0,0,0,0
636,21.2,1,0,0,0,0
637,21.233,1,0,0,0,0
638,21.267,1,0,0,0,0
639,21.3,1,0,0,0,0
640,21.333,1,0,0,0,0
641,21.367,1,0,0,0,0
642,21.4,1,0,0,0,0
643,21.433,1,0,0,0,0
644,21.467,1,0,0,0,0
645,21.5,1,0,0,0,0
646,21.533,1,0,0,0,0
647,21.567,1,0,0,0,0
648,21.6,1,0,0,0,0
649,21.633,1,0,0,0,0
650,21.667,1,0,0,0,0
651,21.7,1,0,0,0,0
652,21.733,1,0,0,0,0
653,21.767,1,0,0,0,0
654,21.8,1,0,0,0,0
655,21.833,1,0,0,0,0
656,21.867,1,0,0,0,0
657,21.9,1,0,0,0,0
658,21.933,1,0,0,0,0
659,21.967,1,0,0,0,0
660,22,1,0,0,0,0
661,22.033,1,0,0,0,0
662,22.067,1,0,0,0,0
663,22.1,1,0,0,0,0
664,22.133,1,0,0,0,0
665,22.167,1,0,0,0,0
666,22.2,1,0,0,0,0
667,22.233,1,0,0,0,0
668,22.267,1,0,0,0,0
669,22.3,1,0,0,0,0
670,22.333,1,0,0,0,0
671,22.367,1,0,0,0,0
672,22.4,1,0,0,0,0
673,22.433,1,0,0,0,0
674,22.467,1,0,0,0,0
675,22.5,1,0,0,0,0
676,22.533,1,0,0,0,0
677,22.567,1,0,0,0,0
678,22.6,1,0,0,0,0
679,22.633,1,0,0,0,0
680,22.667,1,0,0,0,0
681,22.7,1,0,0,0,0
682,22.733,1,0,0,0,0
683,22.767,1,0,0,0,0
684,22.8,1,0,0,0,0
685,22.833,1,0,1,0,0
686,22.867,1,0,0,0,0
687,22.9,1,0,0,0,0
688,22.933,1,0,0,0,0
689,22.967,1,0,0,0,0
690,23,1,0,0,0,0
691,23.033,1,0,0,0,0
692,23.067,1,0,0,0,0
693,23.1,1,0,0,0,0
694,23.133,1,0,0,0,0
695,23.167,1,0,0,0,0
696,23.2,1,0,0,0,0
697,23.233,1,0,0,0,0
698,23.267,1,0,0,0,0
699,23.3,1,0,0,0,0
700,23.333,1,0,0,0,0
701,23.367,1,0,0,0,0
702,23.4,1,0,0,0,0
703,23.433,1,0,0,0,0
704,23.467,1,0,0,0,0
705,23.5,1,0,0,0,0
706,23.533,1,0,0,0,0
707,23.567,1,0,0,0,0
708,23.6,1,0,0,0,0
709,23.633,1,0,0,0,0
710,23.667,1,0,0,0,0
711,23.7,1,0,0,0,0
712,23.733,1,0,0,0,0
713,23.767,1,0,0,0,0
714,23.8,1,0,0,0,0
715,23.833,1,0,0,0,0
716,23.867,1,0,0,0,0
717,23.9,1,0,0,0,0
718,23.933,1,0,0,0,0
719,23.967,1,0,0,0,0
720,24,1,0,0,0,0
721,24.033,1,0,0,0,0
722,24.067,1,0,0,0,0
723,24.1,1,0,0,0,0
724,24.133,1,0,0,0,0
725,24.167,1,0,0,0,0
726,24.2,1,0,0,0,0
727,24.233,1,0,0,0,0
728,24.267,1,0,0,0,0
729,24.3,1,0,0,0,0
730,24.333,1,0,0,0,0
731,24.367,1,0,0,0,0
732,24.4,1,0,0,0,0
733,24.433,1,0,0,0,0
734,24.467,1,0,0,0,0
735,24.5,1,0,0,0,0
736,24.533,1,0,0,0,0
737,24.567,1,0,0,0,0
738,24.6,1,0,0,0,0
739,24.633,1,0,1,0,0
740,24.667,1,0,0,0,0
741,24.7,1,0,0,0,0
742,24.733,1,0,0,0,0
743,24.767,1,0,0,0,0
744,24.8,1,0,0,0,0
745,24.833,1,0,0,0,0
746,24.867,1,0,0,0,0
747,24.9,1,0,0,0,0
748,24.933,1,0,0,0,0
749,24.967,1,0,0,0,0
750,25,1,0,0,0,0
751,25.033,1,0,0,0,0
752,25.067,1,0,0,0,0
753,25.1,1,0,0,0,0
754,25.133,1,0,0,0,0
755,25.167,1,0,0,0,0
756,25.2,1,0,0,0,0
757,25.233,1,0,0,0,0
758,25.267,1,0,0,0,0
759,25.3,1,0,0,0,0
760,25.333,1,0,0,0,0
761,25.367,1,0,0,0,0
762,25.4,1,0,0,0,0
763,25.433,1,0,0,0,0
764,25.467,1,0,0,0,0
765,25.5,1,0,0,0,0
766,25.533,1,0,0,0,0
767,25.567,1,0,0,0,0
768,25.6,1,0,0,0,0
769,25.633,1,0,0,0,0
770,25.667,1,0,0,0,0
771,25.7,1,0,0,0,0
772,25.733,1,0,0,0,0
773,25.767,1,0,0,0,0
774,25.8,1,0,0,0,0
775,25.833,1,0,0,0,0
776,25.867,1,0,0,0,0
777,25.9,1,0,0,0,0
778,25.933,1,0,0,0,0
779,25.967,1,0,0,0,0
780,26,1,0,0,0,0
781,26.033,1,0,0,0,0
782,26.067,1,0,0,0,0
783,26.1,1,0,0,0,0
784,26.133,1,0,0,0,0
785,26.167,1,0,0,0,0
786,26.2,1,0,0,0,0
787,26.233,1,0,0,1,0
788,26.267,1,0,0,0,0
789,26.3,1,0,0,0,0
790,26.333,1,0,0,0,0
791,26.367,1,0,0,0,0
792,26.4,1,0,0,0,0
793,26.433,1,0,0,0,0
794,26.467,1,0,0,0,0
795,26.5,1,0,0,0,0
796,26.533,1,0,0,0,0
797,26.567,1,0,0,0,0
798,26.6,1,0,0,0,0
799,26.633,1,0,0,0,0
800,26.667,1,0,0,0,0
801,26.7,1,0,0,0,0
802,26.733,1,0,0,0,0
803,26.767,1,0,0,0,0
804,26.8,1,0,0,0,0
805,26.833,1,0,0,0,0
806,26.867,1,0,0,0,0
807,26.9,1,0,0,0,0
808,26.933,1,0,0,0,0
809,26.967,1,0,0,0,0
810,27,1,0,0,0,0
811,27.033,1,0,0,0,0
812,27.067,1,0,0,0,0
813,27.1,1,0,0,0,0
814,27.133,1,0,0,0,0
815,27.167,1,0,0,0,0
816,27.2,1,0,0,0,0
817,27.233,1,0,0,0,0
818,27.267,1,0,0,0,0
819,27.3,1,0,0,0,0
820,27.333,1,0,0,0,0
821,27.367,1,0,0,0,0
822,27.4,1,0,0,0,0
823,27.433,1,0,0,0,0
824,27.467,1,0,0,0,0
825,27.5,1,0,0,0,0
826,27.533,1,0,0,0,0
827,27.567,1,0,0,0,0
828,27.6,1,0,0,0,0
829,27.633,1,0,0,0,0
830,27.667,1,0,0,0,0
831,27.7,1,0,0,0,0
832,27.733,1,0,0,0,0
833,27.767,1,0,0,0,0
834,27.8,1,0,0,0,0
835,27.833,1,0,0,0,0
836,27.867,1,0,0,0,0
837,27.9,1,0,0,1,0
838,27.933,1,0,0,0,0
839,27.967,1,0,0,0,0
840,28,1,0,0,0,0
841,28.033,1,0,0,0,0
842,28.067,1,0,0,0,0
843,28.1,1,0,0,0,0
844,28.133,1,0,0,0,0
845,28.167,1,0,0,0,0
846,28.2,1,0,0,0,0
847,28.233,1,0,0,0,0
848,28.267,1,0,0,0,0
849,28.3,1,0,0,0,0
850,28.333,1,0,0,0,0
851,28.367,1,0,0,0,0
852,28.4,1,0,0,0,0
853,28.433,1,0,0,0,0
854,28.467,1,0,0,0,0
855,28.5,1,0,0,0,0
856,28.533,1,0,0,0,0
857,28.567,1,0,0,0,0
858,28.6,1,0,0,0,0
859,28.633,1,0,0,0,0
860,28.667,1,0,0,0,0
861,28.7,1,0,0,0,0
