frame,time,work_time,bp_reps,ll_reps,rl_reps,s_reps
862,28.733,1,0,0,0,0
863,28.767,1,0,0,0,0
864,28.8,1,0,0,0,0
865,28.833,1,0,0,0,0
866,28.867,1,0,0,0,0
867,28.9,1,0,0,0,0
868,28.933,1,0,0,0,0
869,28.967,1,0,0,0,0
870,29,1,0,0,0,0
871,29.033,1,0,0,0,0
872,29.067,1,0,0,0,0
873,29.1,1,0,0,0,0
874,29.133,1,0,0,0,0
875,29.167,1,0,0,0,0
876,29.2,1,0,0,0,0
877,29.233,1,0,0,0,0
878,29.267,1,0,0,0,0
879,29.3,1,0,0,0,0
880,29.333,1,0,0,0,0
881,29.367,1,0,0,0,0
882,29.4,1,0,0,0,0
883,29.433,1,0,0,0,0
884,29.467,1,0,0,0,0
885,29.5,1,0,0,0,0
886,29.533,1,0,0,1,0
887,29.567,1,0,0,0,0
888,29.6,1,0,0,0,0
889,29.633,1,0,0,0,0
890,29.667,1,0,0,0,0
891,29.7,1,0,0,0,0
892,29.733,1,0,0,0,0
893,29.767,1,0,0,0,0
894,29.8,1,0,0,0,0
895,29.833,1,0,0,0,0
896,29.867,1,0,0,0,0
897,29.9,1,0,0,0,0
898,29.933,1,0,0,0,0
899,29.967,1,0,0,0,0
900,30,1,0,0,0,0
901,30.033,1,0,0,0,0
902,30.067,1,0,0,0,0
903,30.1,1,0,0,0,0
904,30.133,1,0,0,0,0
905,30.167,1,0,0,0,0
906,30.2,1,0,0,0,0
907,30.233,1,0,0,0,0
908,30.267,1,0,0,0,0
909,30.3,1,0,0,0,0
910,30.333,1,0,0,0,0
911,30.367,1,0,0,0,0
912,30.4,1,0,0,0,0
913,30.433,1,0,0,0,0
914,30.467,1,0,0,0,0
915,30.5,1,0,0,0,0
916,30.533,1,0,0,0,0
917,30.567,1,0,0,0,0
918,30.6,1,0,0,0,0
919,30.633,1,0,0,0,0
920,30.667,1,0,0,0,0
921,30.7,1,0,0,0,0
922,30.733,1,0,0,0,0
923,30.767,1,0,0,0,0
924,30.8,1,0,0,0,0
925,30.833,1,0,0,0,0
926,30.867,1,0,0,0,0
927,30.9,1,0,0,0,0
928,30.933,1,0,0,0,0
929,30.967,1,0,0,0,0
930,31,1,0,0,0,0
931,31.033,1,0,0,0,0
932,31.067,1,0,0,0,0
933,31.1,1,0,0,0,0
934,31.133,1,0,0,0,0
935,31.167,1,0,0,0,0
936,31.2,1,0,0,0,0
937,31.233,1,0,0,0,0
938,31.267,1,0,0,0,0
939,31.3,1,0,0,0,0
940,31.333,1,0,0,1,0
941,31.367,1,0,0,0,0
942,31.4,1,0,0,0,0
943,31.433,0,0,0,0,0
944,31.467,0,0,0,0,0
945,31.5,0,0,0,0,0
946,31.533,0,0,0,0,0
947,31.567,0,0,0,0,0
948,31.6,0,0,0,0,0
949,31.633,0,0,0,0,0
950,31.667,0,0,0,0,0
951,31.7,0,0,0,0,0
952,31.733,0,0,0,0,0
953,31.767,0,0,0,0,0
954,31.8,0,0,0,0,0
955,31.833,0,0,0,0,0
956,31.867,0,0,0,0,0
957,31.9,0,0,0,0,0
958,31.933,0,0,0,0,0
959,31.967,0,0,0,0,0
960,32,0,0,0,0,0
961,32.033,0,0,0,0,0
962,32.067,0,0,0,0,0
963,32.1,0,0,0,0,0
964,32.133,0,0,0,0,0
965,32.167,0,0,0,0,0
966,32.2,0,0,0,0,0
967,32.233,0,0,0,0,0
968,32.267,0,0,0,0,0
969,32.3,0,0,0,0,0
970,32.333,0,0,0,0,0
971,32.367,0,0,0,0,0
972,32.4,0,0,0,0,0
973,32.433,0,0,0,0,0
974,32.467,0,0,0,0,0
975,32.5,0,0,0,0,0
976,32.533,0,0,0,0,0
977,32.567,0,0,0,0,0
978,32.6,0,0,0,0,0
979,32.633,0,0,0,0,0
980,32.667,0,0,0,0,0
981,32.7,0,0,0,0,0
982,32.733,0,0,0,0,0
983,32.767,0,0,0,0,0
984,32.8,0,0,0,0,0
985,32.833,0,0,0,0,0
986,32.867,0,0,0,0,0
987,32.9,0,0,0,0,0
988,32.933,0,0,0,0,0
989,32.967,0,0,0,0,0
990,33,0,0,0,0,0
991,33.033,0,0,0,0,0
992,33.067,0,0,0,0,0
993,33.1,0,0,0,0,0
994,33.133,0,0,0,0,0
995,33.167,0,0,0,0,0
996,33.2,0,0,0,0,0
997,33.233,0,0,0,0,0
998,33.267,0,0,0,0,0
999,33.3,0,0,0,0,0
1000,33.333,0,0,0,0,0
1001,33.367,0,0,0,0,0
1002,33.4,0,0,0,0,0
1003,33.433,0,0,0,0,0
1004,33.467,0,0,0,0,0
1005,33.5,0,0,0,0,0
1006,33.533,0,0,0,0,0
1007,33.567,0,0,0,0,0
1008,33.6,0,0,0,0,0
1009,33.633,0,0,0,0,0
1010,33.667,0,0,0,0,0
1011,33.7,0,0,0,0,0
1012,33.733,0,0,0,0,0
1013,33.767,0,0,0,0,0
1014,33.8,0,0,0,0,0
1015,33.833,0,0,0,0,0
1016,33.867,0,0,0,0,0
1017,33.9,0,0,0,0,0
1018,33.933,0,0,0,0,0
1019,33.967,0,0,0,0,0
1020,34,0,0,0,0,0
1021,34.033,0,0,0,0,0
1022,34.067,0,0,0,0,0
1023,34.1,0,0,0,0,0
1024,34.133,0,0,0,0,0
1025,34.167,0,0,0,0,0
1026,34.2,0,0,0,0,0
1027,34.233,0,0,0,0,0
1028,34.267,0,0,0,0,0
1029,34.3,0,0,0,0,0
1030,34.333,0,0,0,0,0
1031,34.367,0,0,0,0,0
1032,34.4,0,0,0,0,0
1033,34.433,0,0,0,0,0
1034,34.467,0,0,0,0,0
1035,34.5,0,0,0,0,0
1036,34.533,0,0,0,0,0
1037,34.567,0,0,0,0,0
1038,34.6,0,0,0,0,0
1039,34.633,0,0,0,0,0
1040,34.667,0,0,0,0,0
1041,34.7,0,0,0,0,0
1042,34.733,0,0,0,0,0
1043,34.767,0,0,0,0,0
1044,34.8,0,0,0,0,0
1045,34.833,0,0,0,0,0
1046,34.867,0,0,0,0,0
1047,34.9,0,0,0,0,0
1048,34.933,0,0,0,0,0
1049,34.967,0,0,0,0,0
1050,35,0,0,0,0,0
1051,35.033,0,0,0,0,0
1052,35.067,0,0,0,0,0
1053,35.1,0,0,0,0,0
1054,35.133,0,0,0,0,0
1055,35.167,0,0,0,0,0
1056,35.2,0,0,0,0,0
1057,35.233,0,0,0,0,0
1058,35.267,0,0,0,0,0
1059,35.3,0,0,0,0,0
1060,35.333,0,0,0,0,0
1061,35.367,0,0,0,0,0
1062,35.4,0,0,0,0,0
1063,35.433,0,0,0,0,0
1064,35.467,0,0,0,0,0
1065,35.5,0,0,0,0,0
1066,35.533,0,0,0,0,0
1067,35.567,0,0,0,0,0
1068,35.6,0,0,0,0,0
1069,35.633,0,0,0,0,0
1070,35.667,0,0,0,0,0
1071,35.7,0,0,0,0,0
1072,35.733,0,0,0,0,0
1073,35.767,0,0,0,0,0
1074,35.8,0,0,0,0,0
1075,35.833,0,0,0,0,0
1076,35.867,0,0,0,0,0
1077,35.9,0,0,0,0,0
1078,35.933,0,0,0,0,0
1079,35.967,0,0,0,0,0
1080,36,0,0,0,0,0
1081,36.033,0,0,0,0,0
1082,36.067,0,0,0,0,0
1083,36.1,0,0,0,0,0
1084,36.133,0,0,0,0,0
1085,36.167,0,0,0,0,0
1086,36.2,0,0,0,0,0
1087,36.233,0,0,0,0,0
1088,36.267,0,0,0,0,0
1089,36.3,0,0,0,0,0
1090,36.333,0,0,0,0,0
1091,36.367,0,0,0,0,0
1092,36.4,0,0,0,0,0
1093,36.433,0,0,0,0,0
1094,36.467,0,0,0,0,0
1095,36.5,0,0,0,0,0
1096,36.533,0,0,0,0,0
1097,36.567,0,0,0,0,0
1098,36.6,0,0,0,0,0
1099,36.633,0,0,0,0,0
1100,36.667,0,0,0,0,0
1101,36.7,0,0,0,0,0
1102,36.733,0,0,0,0,0
1103,36.767,0,0,0,0,0
1104,36.8,0,0,0,0,0
1105,36.833,0,0,0,0,0
1106,36.867,0,0,0,0,0
1107,36.9,0,0,0,0,0
1108,36.933,0,0,0,0,0
1109,36.967,0,0,0,0,0
1110,37,0,0,0,0,0
1111,37.033,0,0,0,0,0
1112,37.067,0,0,0,0,0
1113,37.1,0,0,0,0,0
1114,37.133,0,0,0,0,0
1115,37.167,0,0,0,0,0
1116,37.2,0,0,0,0,0
1117,37.233,0,0,0,0,0
1118,37.267,0,0,0,0,0
1119,37.3,0,0,0,0,0
1120,37.333,0,0,0,0,0
1121,37.367,0,0,0,0,0
1122,37.4,0,0,0,0,0
1123,37.433,0,0,0,0,0
1124,37.467,0,0,0,0,0
1125,37.5,0,0,0,0,0
1126,37.533,0,0,0,0,0
1127,37.567,0,0,0,0,0
1128,37.6,0,0,0,0,0
1129,37.633,0,0,0,0,0
1130,37.667,0,0,0,0,0
1131,37.7,0,0,0,0,0
1132,37.733,0,0,0,0,0
1133,37.767,0,0,0,0,0
1134,37.8,0,0,0,0,0
1135,37.833,0,0,0,0,0
1136,37.867,0,0,0,0,0
1137,37.9,0,0,0,0,0
1138,37.933,0,0,0,0,0
1139,37.967,0,0,0,0,0
1140,38,0,0,0,0,0
1141,38.033,0,0,0,0,0
1142,38.067,0,0,0,0,0
1143,38.1,0,0,0,0,0
1144,38.133,0,0,0,0,0
1145,38.167,0,0,0,0,0
1146,38.2,0,0,0,0,0
1147,38.233,0,0,0,0,0
1148,38.267,0,0,0,0,0
1149,38.3,0,0,0,0,0
1150,38.333,0,0,0,0,0
1151,38.367,0,0,0,0,0
1152,38.4,0,0,0,0,0
1153,38.433,0,0,0,0,0
1154,38.467,0,0,0,0,0
1155,38.5,0,0,0,0,0
1156,38.533,0,0,0,0,0
1157,38.567,0,0,0,0,0
1158,38.6,0,0,0,0,0
1159,38.633,0,0,0,0,0
1160,38.667,0,0,0,0,0
1161,38.7,0,0,0,0,0
1162,38.733,0,0,0,0,0
1163,38.767,0,0,0,0,0
1164,38.8,0,0,0,0,0
1165,38.833,0,0,0,0,0
1166,38.867,0,0,0,0,0
1167,38.9,0,0,0,0,0
1168,38.933,0,0,0,0,0
1169,38.967,0,0,0,0,0
1170,39,0,0,0,0,0
1171,39.033,0,0,0,0,0
1172,39.067,0,0,0,0,0
1173,39.1,0,0,0,0,0
1174,39.133,0,0,0,0,0
1175,39.167,0,0,0,0,0
1176,39.2,0,0,0,0,0
1177,39.233,0,0,0,0,0
1178,39.267,0,0,0,0,0
1179,39.3,0,0,0,0,0
1180,39.333,0,0,0,0,0
1181,39.367,0,0,0,0,0
1182,39.4,0,0,0,0,0
1183,39.433,0,0,0,0,0
1184,39.467,0,0,0,0,0
1185,39.5,0,0,0,0,0
1186,39.533,0,0,0,0,0
1187,39.567,0,0,0,0,0
1188,39.6,0,0,0,0,0
1189,39.633,0,0,0,0,0
1190,39.667,0,0,0,0,0
1191,39.7,0,0,0,0,0
1192,39.733,0,0,0,0,0
1193,39.767,0,0,0,0,0
1194,39.8,0,0,0,0,0
1195,39.833,0,0,0,0,0
1196,39.867,0,0,0,0,0
1197,39.9,0,0,0,0,0
1198,39.933,0,0,0,0,0
1199,39.967,0,0,0,0,0
1200,40,0,0,0,0,0
1201,40.033,0,0,0,0,0
1202,40.067,0,0,0,0,0
1203,40.1,1,0,0,0,0
1204,40.133,1,0,0,0,0
1205,40.167,1,0,0,0,0
1206,40.2,1,0,0,0,0
1207,40.233,1,0,0,0,0
1208,40.267,1,0,0,0,0
1209,40.3,1,0,0,0,0
1210,40.333,1,0,0,0,0
1211,40.367,1,0,0,0,0
1212,40.4,1,0,0,0,0
1213,40.433,1,0,0,0,0
1214,40.467,1,0,0,0,0
1215,40.5,1,0,0,0,0
1216,40.533,1,0,0,0,0
1217,40.567,1,0,0,0,0
1218,40.6,1,0,0,0,0
1219,40.633,1,0,0,0,0
1220,40.667,1,0,0,0,0
1221,40.7,1,0,0,0,0
1222,40.733,1,0,0,0,0
1223,40.767,1,0,0,0,0
1224,40.8,1,0,0,0,0
1225,40.833,1,0,0,0,0
1226,40.867,1,0,0,0,0
1227,40.9,1,0,0,0,0
1228,40.933,1,0,0,0,0
1229,40.967,1,0,0,0,0
1230,41,1,0,0,0,0
1231,41.033,1,0,0,0,0
1232,41.067,1,0,0,0,0
1233,41.1,1,0,0,0,0
1234,41.133,1,0,0,0,1
1235,41.167,1,0,0,0,0
1236,41.2,1,0,0,0,0
1237,41.233,1,0,0,0,0
1238,41.267,1,0,0,0,0
1239,41.3,1,0,0,0,0
1240,41.333,1,0,0,0,0
1241,41.367,1,0,0,0,0
1242,41.4,1,0,0,0,0
1243,41.433,1,0,0,0,0
1244,41.467,1,0,0,0,0
1245,41.5,1,0,0,0,0
1246,41.533,1,0,0,0,0
1247,41.567,1,0,0,0,0
1248,41.6,1,0,0,0,0
1249,41.633,1,0,0,0,0
1250,41.667,1,0,0,0,0
1251,41.7,1,0,0,0,0
1252,41.733,1,0,0,0,0
1253,41.767,1,0,0,0,0
1254,41.8,1,0,0,0,0
1255,41.833,1,0,0,0,0
1256,41.867,1,0,0,0,0
1257,41.9,1,0,0,0,0
1258,41.933,1,0,0,0,0
1259,41.967,1,0,0,0,0
1260,42,1,0,0,0,0
1261,42.033,1,0,0,0,0
1262,42.067,1,0,0,0,0
1263,42.1,1,0,0,0,0
1264,42.133,1,0,0,0,0
1265,42.167,1,0,0,0,0
1266,42.2,1,0,0,0,0
1267,42.233,1,0,0,0,0
1268,42.267,1,0,0,0,0
1269,42.3,1,0,0,0,0
1270,42.333,1,0,0,0,0
1271,42.367,1,0,0,0,0
1272,42.4,1,0,0,0,0
1273,42.433,1,0,0,0,0
1274,42.467,1,0,0,0,0
1275,42.5,1,0,0,0,0
1276,42.533,1,0,0,0,0
1277,42.567,1,0,0,0,0
1278,42.6,1,0,0,0,0
1279,42.633,1,0,0,0,0
1280,42.667,1,0,0,0,0
1281,42.7,1,0,0,0,0
1282,42.733,1,0,0,0,1
1283,42.767,1,0,0,0,0
1284,42.8,1,0,0,0,0
1285,42.833,1,0,0,0,0
1286,42.867,1,0,0,0,0
1287,42.9,1,0,0,0,0
1288,42.933,1,0,0,0,0
1289,42.967,1,0,0,0,0
1290,43,1,0,0,0,0
1291,43.033,1,0,0,0,0
1292,43.067,1,0,0,0,0
1293,43.1,1,0,0,0,0
1294,43.133,1,0,0,0,0
1295,43.167,1,0,0,0,0
1296,43.2,1,0,0,0,0
1297,43.233,1,0,0,0,0
1298,43.267,1,0,0,0,0
1299,43.3,1,0,0,0,0
1300,43.333,1,0,0,0,0
1301,43.367,1,0,0,0,0
1302,43.4,1,0,0,0,0
1303,43.433,1,0,0,0,0
1304,43.467,1,0,0,0,0
1305,43.5,1,0,0,0,0
1306,43.533,1,0,0,0,0
1307,43.567,1,0,0,0,0
1308,43.6,1,0,0,0,0
1309,43.633,1,0,0,0,0
1310,43.667,1,0,0,0,0
1311,43.7,1,0,0,0,0
1312,43.733,1,0,0,0,0
1313,43.767,1,0,0,0,0
1314,43.8,1,0,0,0,0
1315,43.833,1,0,0,0,0
1316,43.867,1,0,0,0,0
1317,43.9,1,0,0,0,0
1318,43.933,1,0,0,0,0
1319,43.967,1,0,0,0,0
1320,44,1,0,0,0,0
1321,44.033,1,0,0,0,0
1322,44.067,1,0,0,0,0
1323,44.1,1,0,0,0,0
1324,44.133,1,0,0,0,0
1325,44.167,1,0,0,0,0
1326,44.2,1,0,0,0,0
1327,44.233,1,0,0,0,0
1328,44.267,1,0,0,0,0
1329,44.3,1,0,0,0,0
1330,44.333,1,0,0,0,1
1331,44.367,1,0,0,0,0
1332,44.4,1,0,0,0,0
1333,44.433,1,0,0,0,0
1334,44.467,1,0,0,0,0
1335,44.5,1,0,0,0,0
1336,44.533,1,0,0,0,0
1337,44.567,1,0,0,0,0
1338,44.6,1,0,0,0,0
1339,44.633,1,0,0,0,0
1340,44.667,1,0,0,0,0
1341,44.7,1,0,0,0,0
1342,44.733,1,0,0,0,0
1343,44.767,1,0,0,0,0
1344,44.8,1,0,0,0,0
1345,44.833,1,0,0,0,0
1346,44.867,1,0,0,0,0
1347,44.9,1,0,0,0,0
1348,44.933,1,0,0,0,0
1349,44.967,1,0,0,0,0
1350,45,1,0,0,0,0
1351,45.033,1,0,0,0,0
1352,45.067,1,0,0,0,0
1353,45.1,1,0,0,0,0
1354,45.133,1,0,0,0,0
1355,45.167,1,0,0,0,0
1356,45.2,1,0,0,0,0
1357,45.233,1,0,0,0,0
1358,45.267,1,0,0,0,0
1359,45.3,1,0,0,0,0
1360,45.333,1,0,0,0,0
1361,45.367,1,0,0,0,0
1362,45.4,1,0,0,0,0
1363,45.433,1,0,0,0,0
1364,45.467,1,0,0,0,0
1365,45.5,1,0,0,0,0
1366,45.533,1,0,0,0,0
1367,45.567,1,0,0,0,0
1368,45.6,1,0,0,0,0
1369,45.633,1,0,0,0,0
1370,45.667,1,0,0,0,0
1371,45.7,1,0,0,0,0
1372,45.733,1,0,0,0,0
1373,45.767,1,0,0,0,0
1374,45.8,1,0,0,0,0
1375,45.833,1,0,0,0,0
1376,45.867,1,0,0,0,0
1377,45.9,1,0,0,0,0
1378,45.933,1,0,0,0,1
1379,45.967,1,0,0,0,0
1380,46,1,0,0,0,0
1381,46.033,1,0,0,0,0
1382,46.067,1,0,0,0,0
1383,46.1,1,0,0,0,0
1384,46.133,1,0,0,0,0
1385,46.167,1,0,0,0,0
1386,46.2,1,0,0,0,0
1387,46.233,1,0,0,0,0
1388,46.267,1,0,0,0,0
1389,46.3,1,0,0,0,0
1390,46.333,1,0,0,0,0
1391,46.367,1,0,0,0,0
1392,46.4,1,0,0,0,0
1393,46.433,1,0,0,0,0
1394,46.467,1,0,0,0,0
1395,46.5,1,0,0,0,0
1396,46.533,1,0,0,0,0
1397,46.567,1,0,0,0,0
1398,46.6,1,0,0,0,0
1399,46.633,1,0,0,0,0
1400,46.667,1,0,0,0,0
1401,46.7,1,0,0,0,0
1402,46.733,1,0,0,0,0
1403,46.767,1,0,0,0,0
1404,46.8,1,0,0,0,0
1405,46.833,1,0,0,0,0
1406,46.867,1,0,0,0,0
1407,46.9,1,0,0,0,0
1408,46.933,1,0,0,0,0
1409,46.967,1,0,0,0,0
1410,47,1,0,0,0,0
1411,47.033,1,0,0,0,0
1412,47.067,1,0,0,0,0
1413,47.1,1,0,0,0,0
1414,47.133,1,0,0,0,0
1415,47.167,1,0,0,0,0
1416,47.2,1,0,0,0,0
1417,47.233,1,0,0,0,0
1418,47.267,1,0,0,0,0
1419,47.3,1,0,0,0,0
1420,47.333,1,0,0,0,0
1421,47.367,1,0,0,0,0
1422,47.4,1,0,0,0,0
1423,47.433,1,0,0,0,0
1424,47.467,1,0,0,0,0
1425,47.5,1,0,0,0,0
1426,47.533,1,0,0,0,0
1427,47.567,1,0,0,0,0
1428,47.6,1,0,0,0,0
1429,47.633,1,0,0,0,0
1430,47.667,1,0,0,0,1
1431,47.7,1,0,0,0,0
1432,47.733,1,0,0,0,0
1433,47.767,1,0,0,0,0
1434,47.8,1,0,0,0,0
1435,47.833,1,0,0,0,0
1436,47.867,0,0,0,0,0
1437,47.9,0,0,0,0,0
1438,47.933,0,0,0,0,0
1439,47.967,0,0,0,0,0
1440,48,0,0,0,0,0
1441,48.033,0,0,0,0,0
1442,48.067,0,0,0,0,0
1443,48.1,0,0,0,0,0
1444,48.133,0,0,0,0,0
1445,48.167,0,0,0,0,0
1446,48.2,0,0,0,0,0
1447,48.233,0,0,0,0,0
1448,48.267,0,0,0,0,0
1449,48.3,0,0,0,0,0
1450,48.333,0,0,0,0,0
1451,48.367,0,0,0,0,0
1452,48.4,0,0,0,0,0
1453,48.433,0,0,0,0,0
1454,48.467,0,0,0,0,0
1455,48.5,0,0,0,0,0
1456,48.533,0,0,0,0,0
1457,48.567,0,0,0,0,0
1458,48.6,0,0,0,0,0
1459,48.633,0,0,0,0,0
1460,48.667,0,0,0,0,0
1461,48.7,0,0,0,0,0
1462,48.733,0,0,0,0,0
1463,48.767,0,0,0,0,0
1464,48.8,0,0,0,0,0
1465,48.833,0,0,0,0,0
1466,48.867,0,0,0,0,0
1467,48.9,0,0,0,0,0
1468,48.933,0,0,0,0,0
1469,48.967,0,0,0,0,0
1470,49,0,0,0,0,0
1471,49.033,0,0,0,0,0
1472,49.067,0,0,0,0,0
1473,49.1,0,0,0,0,0
1474,49.133,0,0,0,0,0
1475,49.167,0,0,0,0,0
1476,49.2,0,0,0,0,0
1477,49.233,0,0,0,0,0
1478,49.267,0,0,0,0,0
1479,49.3,0,0,0,0,0
1480,49.333,0,0,0,0,0
1481,49.367,0,0,0,0,0
1482,49.4,0,0,0,0,0
1483,49.433,0,0,0,0,0
1484,49.467,0,0,0,0,0
1485,49.5,0,0,0,0,0
1486,49.533,0,0,0,0,0
1487,49.567,0,0,0,0,0
1488,49.6,0,0,0,0,0
1489,49.633,0,0,0,0,0
1490,49.667,0,0,0,0,0
1491,49.7,0,0,0,0,0
1492,49.733,0,0,0,0,0
1493,49.767,0,0,0,0,0
1494,49.8,0,0,0,0,0
1495,49.833,0,0,0,0,0
1496,49.867,0,0,0,0,0
1497,49.9,0,0,0,0,0
1498,49.933,0,0,0,0,0
1499,49.967,0,0,0,0,0
1500,50,0,0,0,0,0
1501,50.033,0,0,0,0,0
1502,50.067,0,0,0,0,0
1503,50.1,0,0,0,0,0
1504,50.133,0,0,0,0,0
1505,50.167,0,0,0,0,0
1506,50.2,0,0,0,0,0
1507,50.233,0,0,0,0,0
1508,50.267,0,0,0,0,0
1509,50.3,0,0,0,0,0
1510,50.333,0,0,0,0,0
1511,50.367,0,0,0,0,0
